StudentID,FirstName,LastName,DateOfBirth,Email,Phone,Address,Department,EnrollmentYear,CGPA,Maths_Marks,Programming_Marks,Data Structures_Marks,Database_Marks,AI_Marks,Maths_Assignment_Status,Programming_Assignment_Status,Data Structures_Assignment_Status,Database_Assignment_Status,AI_Assignment_Status,Semester,Attendance_Percentage,Course,Building_Block,Fees_Status
S00242,Shawn,Fox,1999-09-21,garrettrichard@mitchell.com,+1-148-168-6168x404,"007 Steven Flats, Meyerfurt, LA 41280",BBA,2019,2.19,68,52,92,46,56,Pending,Submitted,Late,Submitted,Pending,3,96,B.Tech,B Block,Paid
S00243,Katrina,Green,2000-01-25,taylor39@hotmail.com,611.279.4437x7492,"7696 Christine Creek Apt. 830, West Jamesmouth, SD 30315",EEE,2017,2.37,40,65,74,88,82,Submitted,Submitted,Pending,Submitted,Late,4,69,B.Tech,D Block,Partial
S00244,Hannah,Morgan,2005-07-02,daviddavis@brown.info,001-109-222-3058,"08069 Wanda Shoals, Weavermouth, ND 30158",ME,2016,2.11,60,85,87,65,53,Submitted,Late,Submitted,Pending,Submitted,1,95,BCA,D Block,Paid
S00245,Patrick,Garcia,2004-11-10,victorortiz@hotmail.com,933-474-0498x3089,"13850 Wesley Overpass Apt. 052, West Ebony, MN 50015",CSE,2016,3.1,47,94,41,83,60,Submitted,Submitted,Submitted,Pending,Pending,4,98,BCA,A Block,Partial
S00246,Cynthia,Kelly,2000-06-03,saundersfrances@gmail.com,+1-399-334-4538,"060 Allison Pine Suite 417, South Allisonbury, TX 29547",Architecture,2016,3.28,98,85,74,54,80,Pending,Pending,Submitted,Submitted,Submitted,2,93,BBA,C Block,Paid
S00247,Kimberly,Patterson,2000-06-01,vincentdustin@hotmail.com,(069)013-1239,"892 Sarah Terrace, Alexanderland, LA 56127",BBA,2018,2.54,77,53,98,72,51,Late,Pending,Pending,Submitted,Submitted,3,86,B.Tech,C Block,Pending
S00248,Robert,Smith,2001-03-16,jenna40@gmail.com,733.098.2246x88138,"022 Mayer Estate, Shelleybury, FL 11140",ME,2017,2.39,99,71,94,87,89,Late,Submitted,Submitted,Submitted,Submitted,1,60,BSc CS,Admin Block,Partial
S00249,Leah,Powell,2006-08-03,jboyd@brooks.net,001-679-289-4539,"USNV Thomas, FPO AE 40864",Architecture,2016,3.09,51,59,66,77,72,Submitted,Pending,Submitted,Pending,Submitted,1,96,B.Tech,B Block,Paid
S00250,Philip,Gordon,2001-10-01,hughesamy@singh.com,7618849504,"978 Kathy Estate Apt. 655, Andersonfort, OK 55671",EEE,2020,3.38,70,76,65,77,61,Submitted,Submitted,Submitted,Submitted,Submitted,8,73,BCA,C Block,Paid
S00251,Zachary,Davenport,2002-06-10,williamseric@farley.com,+1-147-982-5125x0514,"73127 Jeremy Locks Apt. 913, Garcialand, OR 02527",CE,2017,2.8,99,74,86,87,57,Submitted,Submitted,Late,Submitted,Submitted,4,63,BSc CS,C Block,Pending
S00252,Dawn,Torres,2005-10-05,elizabethsimpson@yahoo.com,3562588594,"09774 Joe Field Suite 706, Lindseyport, WA 30282",ME,2016,3.83,74,95,42,78,72,Submitted,Late,Submitted,Late,Late,3,61,BCA,C Block,Partial
S00253,Mariah,Obrien,1999-03-04,jessica65@hotmail.com,366.831.0539,"USCGC Yang, FPO AE 88406",BBA,2016,2.58,71,44,83,81,85,Submitted,Submitted,Submitted,Submitted,Submitted,2,93,BCA,Admin Block,Pending
S00254,George,Rios,1999-09-13,dawn06@hughes-guzman.biz,+1-010-192-9008x151,"9693 Dawn Shores, Lake Donnachester, CA 82247",Architecture,2015,2.18,74,56,99,91,96,Pending,Submitted,Submitted,Late,Submitted,3,67,BCA,C Block,Paid
S00255,Natalie,Vazquez,2005-07-10,frankjacobs@hoover-castaneda.com,940-518-9839x37188,"3575 Walker Spurs, Port Victorfurt, MN 88368",CE,2020,2.49,80,75,55,95,65,Submitted,Submitted,Submitted,Pending,Submitted,8,68,BBA,D Block,Paid
S00256,Thomas,Hines,2000-08-28,jabbott@johnson.com,+1-925-617-7414x8011,"922 Cynthia Crossing Suite 397, East Shannon, NE 74949",CE,2017,2.37,64,66,58,92,91,Submitted,Submitted,Late,Submitted,Submitted,3,87,BBA,A Block,Paid
S00257,Matthew,Peters,2004-06-25,gregory24@perez.com,(857)077-9872x61752,"499 Nathaniel Street, Ricefurt, WA 80154",CSE,2016,3.16,47,44,62,94,46,Pending,Submitted,Submitted,Submitted,Submitted,3,63,B.Arch,D Block,Partial
S00258,Jason,Griffin,2000-01-28,petertaylor@burke.com,012-558-8456x190,"5027 Davis Pass Suite 034, East Chadfurt, OR 05817",EEE,2021,3.03,49,61,95,59,75,Late,Pending,Pending,Late,Submitted,3,83,BBA,Admin Block,Paid
S00259,Kimberly,Griffin,2003-07-21,williamscharles@yahoo.com,2908387042,"415 Lori Curve, Simpsonhaven, AK 73644",CSE,2023,2.91,82,61,42,70,43,Pending,Submitted,Pending,Submitted,Late,4,88,BSc CS,D Block,Pending
S00260,Megan,Terry,2002-03-23,melanie71@lyons-cook.com,7307677892,"953 Nicole Isle, Williamsburgh, GA 89150",CSE,2017,2.46,63,41,53,46,52,Submitted,Submitted,Submitted,Submitted,Submitted,3,85,B.Arch,B Block,Paid
S00261,Amy,Howard,1999-10-01,jesus05@yahoo.com,0092655549,"PSC 7007, Box 8452, APO AE 19976",CSE,2020,3.5,96,98,75,52,94,Submitted,Submitted,Submitted,Submitted,Pending,5,82,BBA,B Block,Paid
S00262,Martin,Richardson,2001-04-30,sjohns@hotmail.com,(224)952-6882x3788,"8312 Stewart Mission, East Chelseafort, NY 79708",EEE,2021,2.41,95,86,77,69,58,Submitted,Late,Submitted,Submitted,Submitted,1,63,BCA,D Block,Pending
S00263,John,Wolf,1999-12-20,alvaradoshelia@hotmail.com,+1-026-436-8417x512,"5270 Brianna Groves Apt. 171, Lindastad, OR 20318",Architecture,2022,2.64,49,61,88,64,48,Submitted,Submitted,Pending,Submitted,Late,6,96,BCA,D Block,Pending
S00264,Mary,Andersen,1999-07-29,cynthia11@wright.info,(778)354-3079x15682,"2083 Johnston Lodge Suite 445, Lake Catherine, WI 01846",CE,2016,2.13,92,93,48,40,79,Submitted,Submitted,Pending,Submitted,Submitted,4,72,BCA,D Block,Pending
S00265,Joanna,Tyler,2003-07-28,cvasquez@smith-gibson.com,209-140-6146,"7824 John Court Apt. 389, New Elizabethfort, MO 04522",CE,2020,3.01,98,68,88,62,52,Submitted,Pending,Pending,Submitted,Submitted,4,99,BCA,Admin Block,Pending
S00266,Stephanie,Pearson,2000-07-10,thomaskristina@yahoo.com,+1-140-560-1573x097,"830 Donald Ranch, South Christine, AK 51087",CSE,2020,3.55,58,44,83,48,99,Pending,Submitted,Pending,Pending,Submitted,7,91,B.Arch,C Block,Paid
S00267,John,Bautista,2005-12-18,xfields@hotmail.com,500.999.1802x323,"USCGC Sosa, FPO AE 52221",CSE,2021,2.32,46,59,95,96,91,Pending,Submitted,Pending,Submitted,Submitted,5,77,BBA,C Block,Paid
S00268,Sandra,Ramos,2004-02-19,oliviaaustin@valdez.com,+1-873-130-6021x0155,"15254 Gonzalez Turnpike Apt. 035, Lawrencetown, HI 41665",EEE,2021,2.06,48,69,42,72,93,Submitted,Late,Submitted,Submitted,Submitted,6,60,BBA,A Block,Partial
S00269,Vanessa,Sutton,2005-03-30,rebecca23@lozano.org,034-187-8371,"24417 Brown Square Apt. 197, Catherinetown, AR 66555",CE,2019,2.81,54,54,65,78,61,Submitted,Submitted,Submitted,Submitted,Submitted,6,91,BSc CS,A Block,Paid
S00270,Richard,Rivera,2004-09-11,haleyparsons@brown.info,(307)770-6035x44397,"28456 Meyers Ferry, Lake Michael, IN 50620",EEE,2021,2.15,50,48,76,91,99,Pending,Submitted,Submitted,Submitted,Submitted,4,66,BCA,C Block,Paid
S00271,Justin,Douglas,1999-01-19,ssosa@cross-gordon.com,3146430203,"9455 Kayla Pike, Jasonmouth, ND 21784",ME,2021,2.2,81,42,57,48,66,Submitted,Submitted,Submitted,Submitted,Late,6,75,B.Arch,C Block,Partial
S00272,Whitney,Thomas,2002-01-12,anita65@hotmail.com,001-845-551-6831x4432,"976 Garcia Rapid, Lopezmouth, AK 62011",ME,2016,2.24,90,55,44,76,86,Submitted,Submitted,Pending,Submitted,Submitted,6,73,BSc CS,C Block,Pending
S00273,Brett,Powers,2006-04-06,vbowman@yahoo.com,+1-257-969-4267x464,"338 Beasley Circles, East Joseph, NC 58199",BBA,2019,3.61,50,93,95,42,43,Submitted,Submitted,Pending,Pending,Submitted,6,84,BSc CS,A Block,Paid
S00274,Michael,Gross,2004-06-27,dylan03@cohen.com,+1-586-601-9703x7885,"275 Karen Rue Suite 001, Williamchester, TN 96168",EEE,2016,2.12,90,40,43,72,81,Submitted,Submitted,Submitted,Submitted,Submitted,5,70,B.Tech,C Block,Paid
S00275,Amber,Burton,2006-04-26,mhansen@murphy.biz,708.592.4919x90217,"82371 Smith Forks Suite 580, Loriborough, IL 28986",Architecture,2016,2.64,66,95,60,99,80,Submitted,Submitted,Submitted,Late,Submitted,7,91,BCA,B Block,Paid
S00276,Laura,Shelton,2002-10-21,lcowan@nelson.com,180-034-1560,"23642 Sherman Lights Suite 915, Kellyville, OK 82693",BBA,2021,3.99,55,87,48,80,78,Submitted,Submitted,Submitted,Submitted,Submitted,5,66,BBA,B Block,Paid
S00277,Ronald,Weber,1999-07-23,cynthia57@yahoo.com,001-935-576-6449x105,"PSC 1788, Box 0225, APO AE 29184",CSE,2016,3.38,54,59,74,72,61,Submitted,Submitted,Pending,Submitted,Pending,4,69,B.Arch,D Block,Paid
S00278,Katrina,Anderson,2002-02-18,cnewman@wallace-wells.com,001-540-853-1065x38041,"57996 Washington Parks, Port Devin, TN 16836",EEE,2023,2.93,91,43,69,66,41,Submitted,Submitted,Submitted,Submitted,Pending,8,64,BCA,B Block,Paid
S00279,Julian,Chavez,2000-05-08,martinezdavid@house-woods.com,+1-966-203-2352x6735,"67033 Henry Crossing Suite 594, West Danieltown, MO 62545",Architecture,2015,2.69,97,48,64,94,72,Submitted,Submitted,Pending,Pending,Pending,8,85,B.Arch,D Block,Pending
S00280,Julie,Buck,2001-01-15,anthonysanchez@gmail.com,677-768-5538,"820 Melissa Harbor Apt. 744, Cookfort, AZ 02174",ME,2019,2.98,68,77,46,73,75,Pending,Submitted,Submitted,Submitted,Submitted,2,99,B.Arch,D Block,Partial
S00281,Anthony,Liu,2003-08-16,smithjoseph@yahoo.com,+1-776-601-6450x6460,"6185 Andersen Port Suite 131, North Samuelmouth, AR 01024",ME,2015,3.99,79,51,45,58,75,Submitted,Submitted,Late,Pending,Submitted,4,90,B.Arch,A Block,Paid
S00282,Amber,Lam,2006-12-15,qsmall@mcgrath.com,(741)248-1902,"9918 Kristopher Crossroad, Shawnbury, SD 84535",ME,2015,2.15,84,85,56,52,42,Submitted,Submitted,Submitted,Submitted,Submitted,5,86,B.Tech,C Block,Paid
S00283,Tim,Kaufman,2006-04-22,mhowe@yahoo.com,734.138.8942x037,"080 Weaver Pine, Fisherchester, TN 38100",CE,2021,2.24,66,40,66,97,45,Pending,Pending,Submitted,Submitted,Pending,1,80,B.Tech,C Block,Pending
S00284,Allison,Thomas,2005-01-25,meganvargas@gmail.com,+1-089-967-5731x094,"738 Robert Alley, New Heatherland, CA 93731",ME,2023,2.26,49,57,56,45,67,Submitted,Submitted,Submitted,Pending,Submitted,4,62,B.Arch,Admin Block,Paid
S00285,Gavin,Cardenas,2003-10-07,amandawatson@lawrence.biz,+1-792-183-1653x39563,"31271 Rodriguez Courts, Port Jacquelineborough, KS 07722",Architecture,2017,2.1,58,58,50,88,72,Late,Submitted,Late,Submitted,Late,5,72,B.Tech,A Block,Paid
S00286,Pam,Smith,2006-06-07,jermaine98@jackson-torres.biz,166-895-7387x56131,"USNV Martinez, FPO AP 48148",ME,2023,2.08,85,61,61,77,46,Submitted,Submitted,Submitted,Submitted,Pending,1,96,BSc CS,C Block,Paid
S00287,Jordan,Wade,2001-03-17,dwatson@perry.com,+1-748-234-8502,"3519 Teresa Manors, Port Christophermouth, WY 85745",CSE,2020,2.01,98,87,43,52,74,Submitted,Late,Pending,Submitted,Pending,2,95,BCA,A Block,Paid
S00288,Corey,Santana,2002-01-05,bmurphy@yahoo.com,278.076.2098,"91139 Garza Brook Suite 071, Sarahton, NE 44085",CE,2020,3.71,88,48,45,76,94,Submitted,Submitted,Submitted,Submitted,Submitted,2,74,BCA,Admin Block,Paid
S00289,Hannah,Mcdowell,2000-11-16,jjohnson@gmail.com,845-237-1940x626,"PSC 2633, Box 9516, APO AP 78959",CE,2021,2.15,97,57,41,60,40,Submitted,Submitted,Pending,Submitted,Pending,5,94,B.Tech,D Block,Paid
S00290,Marc,Hart,2001-11-23,joshua98@yahoo.com,(036)459-9108x00037,"12858 Bryan Manor, Masonchester, ME 40689",BBA,2018,2.34,88,91,55,57,94,Submitted,Late,Submitted,Submitted,Submitted,6,76,B.Tech,B Block,Paid
S00291,Adrian,Spencer,2003-08-02,kaitlynharris@newton-byrd.com,855.521.6800,"3138 Gutierrez Ville, Thompsonshire, DE 41821",ME,2022,2.01,67,61,48,52,81,Submitted,Late,Submitted,Submitted,Submitted,7,89,BCA,B Block,Partial
S00292,Erin,Green,2003-04-11,walkerstephanie@yahoo.com,(346)358-1910,"375 Campbell Ford Apt. 111, Scottmouth, NV 27443",CSE,2022,3.85,86,46,79,78,77,Submitted,Submitted,Submitted,Submitted,Submitted,6,97,BCA,Admin Block,Paid
S00293,Ashley,Mccarthy,1999-11-13,scott11@gmail.com,001-489-862-1307x647,"6109 Boyd Throughway Suite 573, New Holly, SC 47698",CSE,2021,2.3,75,85,67,56,51,Submitted,Submitted,Submitted,Submitted,Submitted,2,94,B.Arch,B Block,Paid
S00294,Ronald,Middleton,2000-09-29,mcdowellandrea@yahoo.com,001-831-087-7675x600,"USNV Archer, FPO AE 94554",EEE,2023,3.95,44,69,87,47,71,Submitted,Pending,Pending,Pending,Submitted,4,76,B.Arch,Admin Block,Paid
S00295,Mark,Kelly,2006-05-27,mario47@russell.biz,001-860-948-7437x820,"90791 Howard Flats Apt. 095, Ryanburgh, AR 09457",EEE,2018,3.59,57,69,98,76,72,Submitted,Submitted,Submitted,Submitted,Pending,1,84,B.Tech,Admin Block,Paid
S00296,Victoria,Bryant,2006-01-09,petersonbrendan@hotmail.com,237.586.3601x248,"89893 Charles Plains Apt. 405, Stevensonville, SC 62598",CE,2022,2.55,92,98,58,86,83,Submitted,Submitted,Pending,Submitted,Submitted,5,63,BBA,B Block,Paid
S00297,Colin,Sanchez,2002-02-22,alexanderaustin@gmail.com,001-338-471-9220x2169,"48690 Frank Coves, Nelsonborough, NC 15214",EEE,2020,2.03,76,66,89,49,59,Pending,Pending,Submitted,Submitted,Submitted,3,91,B.Arch,A Block,Paid
S00298,Gregory,Rodriguez,2004-10-08,allentheresa@sanders-gomez.com,808.604.8842,"0535 Roberts Knoll Suite 591, Taylorfort, SC 36697",ME,2022,3.48,86,49,42,63,90,Late,Pending,Pending,Pending,Pending,2,61,BSc CS,C Block,Paid
S00299,Linda,Scott,1999-11-15,ugarcia@martin-avery.org,+1-900-808-2325x29590,"416 Stephen Field, West Andrew, CT 98139",CSE,2015,3.15,94,54,98,41,56,Submitted,Submitted,Pending,Pending,Submitted,7,63,BSc CS,C Block,Paid
S00300,Suzanne,Robinson,2006-09-16,baldwinmark@brandt.com,490-322-7882x5898,"781 Beard Trail Suite 454, Fitzgeraldport, UT 68466",BBA,2023,2.87,97,71,96,89,51,Pending,Submitted,Pending,Submitted,Submitted,4,76,BBA,A Block,Pending
S00301,Jamie,Morrow,2005-03-13,brian90@hotmail.com,379.159.8345,"63537 Misty Mountain, Smithfort, AR 97822",BBA,2019,3.48,84,62,41,86,49,Submitted,Pending,Late,Pending,Late,1,82,BSc CS,D Block,Pending
S00302,Peggy,Murray,2000-01-02,ggeorge@carroll.net,966.230.4908,"12881 Kyle Throughway Suite 015, Jocelynfurt, ND 77323",Architecture,2015,2.37,73,84,61,42,47,Submitted,Submitted,Late,Pending,Submitted,3,62,BSc CS,A Block,Paid
S00303,Sharon,Taylor,2001-05-07,tina29@coleman.net,9277190383,"23314 Harris Trail, North Sonia, MA 64840",EEE,2019,3.9,81,88,58,56,79,Submitted,Submitted,Submitted,Submitted,Pending,7,87,B.Arch,Admin Block,Paid
S00304,Cole,Meadows,2004-11-05,johndiaz@french.com,001-273-424-7166,"022 Baker Underpass, Hoodchester, IA 65042",BBA,2019,3.32,86,69,54,79,83,Submitted,Submitted,Late,Submitted,Submitted,1,82,BBA,D Block,Paid
S00305,Andre,Cunningham,2001-04-29,dillon01@wilson.com,(317)556-6045x4755,"01910 Weaver Grove Apt. 786, Harrisonberg, VA 91702",ME,2022,3.97,84,95,67,61,68,Late,Submitted,Submitted,Submitted,Late,8,99,BSc CS,A Block,Paid
S00306,Marie,Butler,1999-09-04,gomezjesus@yahoo.com,880-072-1177,"28811 Johnson Stream Apt. 194, West Jesse, WI 65146",EEE,2017,3.08,76,97,42,61,58,Submitted,Submitted,Submitted,Submitted,Pending,6,94,BSc CS,B Block,Paid
S00307,Mary,Morales,2001-11-24,lisa11@hotmail.com,+1-800-538-2848x29137,"0213 Logan Park Apt. 452, Phillipsbury, MO 98920",ME,2018,2.26,85,67,47,49,49,Pending,Submitted,Submitted,Submitted,Submitted,5,66,B.Arch,C Block,Paid
S00308,Ronald,Hernandez,2000-05-30,gmiranda@dillon.net,266-060-7461x622,"20177 Sandra Avenue Suite 631, North Amanda, NH 24507",ME,2018,2.93,55,77,42,65,46,Submitted,Submitted,Submitted,Pending,Submitted,1,91,BBA,D Block,Paid
S00309,Mark,Taylor,2003-08-04,ronald47@gmail.com,711.941.8877x602,"25240 Peters Village Suite 697, Port Zacharyside, WY 22601",CSE,2023,3.25,63,71,91,79,67,Submitted,Submitted,Late,Late,Submitted,6,94,BSc CS,D Block,Pending
S00310,Heather,Butler,2005-12-22,thomas83@murillo.com,+1-054-878-3544x3620,"5500 Wilson Mountains, East James, MO 60096",CSE,2019,3.96,95,46,40,40,98,Late,Submitted,Submitted,Submitted,Late,8,86,BBA,D Block,Paid
S00311,Kathryn,Greene,2006-10-29,morenotracy@gmail.com,353.380.2907,"45376 White Ferry Suite 539, South Jamesstad, NH 66197",CE,2023,3.61,40,51,74,88,94,Pending,Pending,Submitted,Late,Late,2,69,BCA,Admin Block,Partial
S00312,Calvin,Jacobs,2005-06-28,judyrose@lane.net,231.827.7461,"934 Torres Crossing, East Ryanville, FL 11654",ME,2021,2.2,99,98,90,71,77,Pending,Pending,Submitted,Submitted,Submitted,3,86,BCA,C Block,Paid
S00313,Dylan,Middleton,2006-06-16,jrogers@osborn-conley.com,501-412-0363,"5754 Sanchez Ports, Port Sarahland, NJ 87358",CSE,2017,3.66,48,60,50,43,95,Submitted,Submitted,Submitted,Pending,Late,4,74,B.Tech,C Block,Paid
S00314,Luis,Bradford,2000-09-22,coconnor@yahoo.com,3526889836,"09643 Brett Mews, South Kelly, ID 02809",ME,2019,2.67,70,79,70,42,51,Submitted,Submitted,Submitted,Submitted,Pending,5,70,B.Tech,Admin Block,Partial
S00315,Jennifer,Ferguson,2005-08-31,gbarnett@willis.com,570.715.6072x31077,"232 Heath Burgs Suite 865, Chavezbury, WV 67976",CSE,2021,3.55,54,61,91,79,82,Submitted,Submitted,Submitted,Submitted,Submitted,2,87,B.Tech,D Block,Paid
S00316,Brianna,Evans,2001-06-05,johnsonashley@yahoo.com,+1-814-746-0762,"4165 Amy Curve, North Cheyenneside, IL 34443",CSE,2015,3.56,42,94,83,61,63,Submitted,Late,Submitted,Submitted,Submitted,2,93,BCA,A Block,Pending
S00317,Shane,Baker,2003-09-23,laurenmiller@thompson-salazar.com,(398)516-1005,"2978 Gregory Extension, Peggyton, MN 05460",BBA,2022,2.11,96,83,90,70,87,Submitted,Submitted,Pending,Pending,Submitted,3,68,B.Arch,B Block,Paid
S00318,Jonathan,Dennis,2002-04-15,stacey04@wilson.com,001-588-801-5275,"635 Todd Row Suite 466, Jenniferbury, OH 07966",CE,2023,3.5,64,98,70,77,46,Submitted,Submitted,Pending,Submitted,Submitted,8,84,BSc CS,C Block,Paid
S00319,Jeffrey,Ortiz,2000-06-19,hstephens@wilson.net,(561)802-8859,"59161 Patricia Ville, Lake Kimberly, CA 58064",BBA,2019,2.42,80,82,62,43,46,Pending,Submitted,Submitted,Submitted,Late,6,79,BCA,Admin Block,Paid
S00320,Christine,Bartlett,2000-04-30,waltersjonathan@gmail.com,(857)776-7284x3537,"446 Arnold Extension Suite 235, Jenniferville, WY 84500",CE,2017,2.63,50,70,56,84,76,Submitted,Submitted,Submitted,Submitted,Submitted,1,72,BBA,C Block,Paid
S00321,Jacqueline,Shepard,2003-06-19,jessica75@weaver-robles.com,451.916.2245,"0954 Ronald Vista, North Michaelburgh, VT 72474",BBA,2016,3.23,93,86,60,43,93,Submitted,Submitted,Late,Submitted,Submitted,4,85,BSc CS,Admin Block,Partial
S00322,Victor,Anderson,2001-04-19,cfry@yahoo.com,+1-555-118-1610x658,"USS Garza, FPO AP 19540",CSE,2018,3.79,52,83,60,50,66,Submitted,Submitted,Submitted,Submitted,Submitted,7,62,B.Tech,Admin Block,Partial
S00323,Susan,Patton,1999-10-30,christinaross@solis.com,+1-731-518-2180,"340 Elizabeth Harbor, Curryshire, MD 61995",ME,2021,2.85,65,95,99,50,58,Submitted,Submitted,Submitted,Submitted,Submitted,2,67,BSc CS,D Block,Paid
S00324,April,Beck,2004-05-14,zdaniels@jennings.com,225-709-7051x63136,"468 Delacruz Overpass, Gibsonview, CA 22131",CE,2020,2.46,41,61,73,50,85,Submitted,Pending,Pending,Pending,Late,6,71,BSc CS,Admin Block,Pending
S00325,Travis,Harris,2000-02-28,hooperchristine@hotmail.com,001-737-486-6566x3174,"04384 Cynthia Mountains, New Dominicmouth, AK 98080",Architecture,2019,2.23,62,57,60,90,62,Submitted,Submitted,Submitted,Submitted,Submitted,6,90,B.Tech,D Block,Paid
S00326,Wayne,Fuller,2002-05-01,christopher18@yahoo.com,132-654-0370x2734,"27775 Clark Terrace, Nashstad, KS 37840",Architecture,2016,3.53,94,99,96,66,70,Pending,Submitted,Submitted,Pending,Submitted,8,82,BSc CS,Admin Block,Paid
S00327,Alexander,Wilson,2001-10-24,anthony51@dominguez-williamson.com,+1-721-901-3638x924,"820 Landry Ports Apt. 085, Andersonstad, KY 64919",Architecture,2019,2.71,67,79,87,47,97,Late,Submitted,Submitted,Late,Late,4,72,B.Arch,C Block,Pending
S00328,Thomas,Frederick,2003-01-11,vanessa94@davis.com,019-962-9163x0026,"PSC 9579, Box 6053, APO AP 58364",CSE,2020,3.66,51,54,62,54,71,Submitted,Submitted,Submitted,Pending,Submitted,4,84,B.Tech,A Block,Paid
S00329,Joseph,Novak,1999-02-01,yparker@black.net,001-575-044-4047,"793 Frederick Glens Apt. 744, Shelbymouth, MN 34471",EEE,2015,2.35,41,50,74,48,79,Submitted,Submitted,Submitted,Submitted,Submitted,3,87,B.Tech,C Block,Pending
S00330,Vanessa,Allen,2000-03-12,salinasapril@silva.info,005-011-2425x34960,"28885 Edwards Mountains Apt. 846, Kimberlystad, MT 98281",Architecture,2017,2.02,81,88,86,57,86,Submitted,Submitted,Submitted,Submitted,Submitted,6,93,BSc CS,Admin Block,Paid
S00331,Gary,Medina,2005-06-15,rachelmanning@yahoo.com,6202802702,"PSC 7049, Box 2288, APO AP 93647",CE,2017,2.76,41,90,54,43,81,Late,Submitted,Submitted,Pending,Pending,8,90,BBA,D Block,Paid
S00332,Keith,Collins,2005-12-27,bwatkins@lewis.net,938-385-3263x7910,"848 Orozco Greens, Lake Michael, NH 26887",ME,2018,3.48,71,57,80,76,93,Submitted,Pending,Submitted,Submitted,Submitted,4,98,BCA,A Block,Paid
S00333,Douglas,Cannon,2006-01-25,nguyenemily@hotmail.com,(580)338-4651x93630,"477 Alexis Skyway, West Jameston, VA 67719",CE,2015,3.69,84,64,56,78,98,Late,Submitted,Submitted,Late,Submitted,1,70,B.Tech,C Block,Pending
S00334,Kevin,Cook,2002-01-17,thompsonjoseph@nelson-fuller.org,(020)955-3854x6371,"USS Turner, FPO AE 33850",Architecture,2016,2.44,67,47,84,68,90,Pending,Pending,Submitted,Submitted,Submitted,4,69,B.Arch,C Block,Pending
S00335,Sandra,Flores,2001-02-16,michael83@hotmail.com,745.878.0112x68041,"393 Christina Fall Suite 139, Stonebury, AZ 48397",CSE,2022,3.13,45,82,40,97,97,Submitted,Pending,Submitted,Submitted,Submitted,4,87,BSc CS,B Block,Partial
S00336,Michelle,Smith,2001-07-03,paulphillips@fry.com,(063)452-1436x087,"752 Taylor Ports Apt. 920, Pennymouth, NE 02388",ME,2020,2.05,90,55,66,74,48,Submitted,Pending,Submitted,Submitted,Pending,6,64,B.Tech,Admin Block,Paid
S00337,Anne,Bailey,2002-11-26,mortonmarc@jones-jackson.com,915-198-1521x9022,"80271 White Meadow, Pughfurt, VA 95775",CSE,2021,2.57,89,93,96,76,89,Pending,Pending,Submitted,Submitted,Submitted,1,78,BCA,C Block,Pending
S00338,Heather,Evans,2000-04-21,normanrobert@hotmail.com,(677)411-6058,"671 Lynn Pike, North Jose, TX 42483",CSE,2021,2.43,72,85,89,58,66,Pending,Pending,Submitted,Submitted,Submitted,3,99,B.Tech,C Block,Pending
S00339,Belinda,Gordon,2006-05-19,davidnavarro@gmail.com,329.018.4425x8364,"1196 Sherri Burgs, Pittsport, AR 50917",EEE,2020,2.56,61,54,43,69,96,Submitted,Pending,Pending,Pending,Submitted,7,78,BBA,Admin Block,Pending
S00340,Joshua,Harris,2000-02-26,ronnieshah@yahoo.com,+1-335-585-7312x139,"407 Elizabeth Mills Suite 793, Jenniferview, WI 64208",ME,2018,3.2,42,83,70,53,79,Submitted,Submitted,Submitted,Submitted,Submitted,2,86,BBA,A Block,Paid
S00341,Sabrina,Wright,2000-07-20,greenashley@taylor-graham.com,103-957-2570,"25255 Jones Field Apt. 178, Wendymouth, MS 87833",CE,2017,2.21,67,80,70,69,54,Submitted,Submitted,Submitted,Submitted,Submitted,4,84,BCA,Admin Block,Partial
S00342,Linda,Campbell,2002-09-22,edwardspencer@gmail.com,209.112.8329x0174,"2391 Wyatt Place, Stevenside, CT 88064",CE,2017,3.05,79,77,94,50,54,Submitted,Late,Late,Late,Submitted,1,60,BCA,Admin Block,Partial
S00343,Nathan,Webb,1999-03-18,claudiaholder@gonzalez.com,065-573-5647x69530,"61903 Jesse Loop Apt. 465, Burtonfort, WA 45453",ME,2016,3.02,73,50,61,57,46,Submitted,Submitted,Pending,Submitted,Late,8,70,B.Tech,D Block,Pending
S00344,Christopher,Cervantes,2001-01-08,hallerin@villarreal.com,001-376-074-0957x164,"7244 Dennis Trail Suite 347, Port Melissahaven, SD 17843",Architecture,2022,2.02,95,44,56,93,58,Submitted,Submitted,Submitted,Submitted,Submitted,6,92,B.Tech,A Block,Pending
S00345,Christopher,Ruiz,2006-01-18,phillipsmichael@hubbard.com,377-554-0853x1995,"7019 Myers Cove Suite 641, Jeffreymouth, MS 71522",CE,2017,2.58,53,65,75,59,67,Submitted,Submitted,Submitted,Submitted,Submitted,1,93,BBA,D Block,Pending
S00346,Zachary,Bender,2001-02-27,matthew43@ellison-hill.net,(532)820-0056,"76726 Wilson Stravenue Suite 698, Williamsland, NV 42166",Architecture,2022,3.49,57,45,62,77,90,Submitted,Submitted,Pending,Pending,Submitted,6,82,B.Arch,Admin Block,Paid
